article_id,packet_id,canonical_owner_doc,allowed_surfaces,forbidden_surfaces,spoiler_level,unlock_gate,in_world_voice_options,runtime_layer
applied_lore.public_aegir_moon_map_article_module,P398_PUBLIC_AEGIR_MOON_MAP_ARTICLE_MODULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.public_aegir_moon_map_article_module,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_deep_reach_liability_article_module,P399_PUBLIC_DEEP_REACH_LIABILITY_ARTICLE_MODULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.public_deep_reach_liability_article_module,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_atlas_spoiler_gate_article_module,P400_PUBLIC_ATLAS_SPOILER_GATE_ARTICLE_MODULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.public_atlas_spoiler_gate_article_module,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.mara_venn_pump_chief_dossier,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.mara_venn_pump_chief_dossier,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.juno_kade_relay_notary_dossier,P402_JUNO_KADE_RELAY_NOTARY_DOSSIER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.juno_kade_relay_notary_dossier,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ren_okoye_brine_cartographer_dossier,P403_REN_OKOYE_BRINE_CARTOGRAPHER_DOSSIER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.ren_okoye_brine_cartographer_dossier,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sahana_iqbal_triage_mechanic_dossier,P404_SAHANA_IQBAL_TRIAGE_MECHANIC_DOSSIER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.sahana_iqbal_triage_mechanic_dossier,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.lian_torres_vent_forge_operator_dossier,P405_LIAN_TORRES_VENT_FORGE_OPERATOR_DOSSIER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.lian_torres_vent_forge_operator_dossier,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.varnek_margin_acceptance_memo_artifact,P406_VARNEK_MARGIN_ACCEPTANCE_MEMO_ARTIFACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.varnek_margin_acceptance_memo_artifact,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.arendt_atlas_weighting_waiver_artifact,P407_ARENDT_ATLAS_WEIGHTING_WAIVER_ARTIFACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.arendt_atlas_weighting_waiver_artifact,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.haldane_quarantine_release_hold_artifact,P408_HALDANE_QUARANTINE_RELEASE_HOLD_ARTIFACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.haldane_quarantine_release_hold_artifact,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ibarra_loss_conversion_ledger_artifact,P409_IBARRA_LOSS_CONVERSION_LEDGER_ARTIFACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.ibarra_loss_conversion_ledger_artifact,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sato_ren_return_action_packet_artifact,P410_SATO_REN_RETURN_ACTION_PACKET_ARTIFACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.sato_ren_return_action_packet_artifact,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.predator_shadow_encounter_grammar,P411_PREDATOR_SHADOW_ENCOUNTER_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.predator_shadow_encounter_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.glass_grazer_clearing_encounter_grammar,P412_GLASS_GRAZER_CLEARING_ENCOUNTER_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.glass_grazer_clearing_encounter_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.lantern_drift_false_safe_encounter_grammar,P413_LANTERN_DRIFT_FALSE_SAFE_ENCOUNTER_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.lantern_drift_false_safe_encounter_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.brine_vane_navigation_encounter_grammar,P414_BRINE_VANE_NAVIGATION_ENCOUNTER_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.brine_vane_navigation_encounter_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sensor_tagged_fauna_pursuit_encounter_grammar,P415_SENSOR_TAGGED_FAUNA_PURSUIT_ENCOUNTER_GRAMMAR,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.sensor_tagged_fauna_pursuit_encounter_grammar,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_wiki_start_here_cluster,P416_SITE_WIKI_START_HERE_CLUSTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.site_wiki_start_here_cluster,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_wiki_system_and_ships_cluster,P417_SITE_WIKI_SYSTEM_AND_SHIPS_CLUSTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.site_wiki_system_and_ships_cluster,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_wiki_colony_and_workers_cluster,P418_SITE_WIKI_COLONY_AND_WORKERS_CLUSTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.site_wiki_colony_and_workers_cluster,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_wiki_resources_and_ecology_cluster,P419_SITE_WIKI_RESOURCES_AND_ECOLOGY_CLUSTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.site_wiki_resources_and_ecology_cluster,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_wiki_endings_spoiler_cluster,P420_SITE_WIKI_ENDINGS_SPOILER_CLUSTER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.site_wiki_endings_spoiler_cluster,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ran_aegir_public_distance_band,P421_RAN_AEGIR_PUBLIC_DISTANCE_BAND,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.ran_aegir_public_distance_band,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.aegir_local_window_band_table,P422_AEGIR_LOCAL_WINDOW_BAND_TABLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.aegir_local_window_band_table,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.hecton8_moon_ladder_public_band,P423_HECTON8_MOON_LADDER_PUBLIC_BAND,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.hecton8_moon_ladder_public_band,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_transfer_orbit_band,P424_BLACK_KEEL_TRANSFER_ORBIT_BAND,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.black_keel_transfer_orbit_band,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_ephemeris_table_handoff_rule,P425_PUBLIC_EPHEMERIS_TABLE_HANDOFF_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.public_ephemeris_table_handoff_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.blue_debt_custody_grade_receipt,P426_BLUE_DEBT_CUSTODY_GRADE_RECEIPT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.blue_debt_custody_grade_receipt,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pressure_glass_field_certificate,P427_PRESSURE_GLASS_FIELD_CERTIFICATE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.pressure_glass_field_certificate,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.brine_salt_process_lot_card,P428_BRINE_SALT_PROCESS_LOT_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.brine_salt_process_lot_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_lattice_contamination_tag,P429_ATLAS_LATTICE_CONTAMINATION_TAG,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_lattice_contamination_tag,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_payout_mass_ledger,P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.black_keel_payout_mass_ledger,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pda_evidence_tier_label_rule,P431_PDA_EVIDENCE_TIER_LABEL_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.pda_evidence_tier_label_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.scanner_stage_copy_escalation_rule,P432_SCANNER_STAGE_COPY_ESCALATION_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.scanner_stage_copy_escalation_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.terminal_operator_surface_rule,P433_TERMINAL_OPERATOR_SURFACE_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.terminal_operator_surface_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.dossier_ending_record_layout_rule,P434_DOSSIER_ENDING_RECORD_LAYOUT_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.dossier_ending_record_layout_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.localized_overflow_presentation_rule,P435_LOCALIZED_OVERFLOW_PRESENTATION_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.localized_overflow_presentation_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_approach_transcript_seed,P436_BLACK_KEEL_APPROACH_TRANSCRIPT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.black_keel_approach_transcript_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.deep_reach_sanitized_packet_transcript_seed,P437_DEEP_REACH_SANITIZED_PACKET_TRANSCRIPT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.deep_reach_sanitized_packet_transcript_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.worker_dossier_audio_transcript_seed,P438_WORKER_DOSSIER_AUDIO_TRANSCRIPT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.worker_dossier_audio_transcript_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_repair_trace_transcript_seed,P439_ATLAS_REPAIR_TRACE_TRANSCRIPT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_repair_trace_transcript_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ending_record_transcript_seed,P440_ENDING_RECORD_TRANSCRIPT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_record_transcript_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.resource_yield_value_draft_rows,P441_RESOURCE_YIELD_VALUE_DRAFT_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.resource_yield_value_draft_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.stack_limit_value_draft_rows,P442_STACK_LIMIT_VALUE_DRAFT_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.stack_limit_value_draft_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.escape_recipe_value_draft_rows,P443_ESCAPE_RECIPE_VALUE_DRAFT_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.escape_recipe_value_draft_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.contract_risk_reward_value_draft_rows,P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.contract_risk_reward_value_draft_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ending_payout_value_draft_rows,P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.ending_payout_value_draft_rows,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.first_hour_placement_brief,P446_FIRST_HOUR_PLACEMENT_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.first_hour_placement_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.mid_depth_route_placement_brief,P447_MID_DEPTH_ROUTE_PLACEMENT_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.mid_depth_route_placement_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ecology_scan_placement_brief,P448_ECOLOGY_SCAN_PLACEMENT_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.ecology_scan_placement_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.final_descent_placement_brief,P449_FINAL_DESCENT_PLACEMENT_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.final_descent_placement_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.terminal_slot_promotion_brief,P450_TERMINAL_SLOT_PROMOTION_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.terminal_slot_promotion_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ru_native_encoding_qa_brief,P451_RU_NATIVE_ENCODING_QA_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.ru_native_encoding_qa_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.cjk_font_wrap_qa_brief,P452_CJK_FONT_WRAP_QA_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.cjk_font_wrap_qa_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.rtl_bidi_numeric_qa_brief,P453_RTL_BIDI_NUMERIC_QA_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.rtl_bidi_numeric_qa_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.european_expansion_fit_qa_brief,P454_EUROPEAN_EXPANSION_FIT_QA_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.european_expansion_fit_qa_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.subtitle_audio_timing_qa_brief,P455_SUBTITLE_AUDIO_TIMING_QA_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.subtitle_audio_timing_qa_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.site_home_longform_brief,P456_SITE_HOME_LONGFORM_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.site_home_longform_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.aegir_hard_scifi_longform_brief,P457_AEGIR_HARD_SCIFI_LONGFORM_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.aegir_hard_scifi_longform_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.deep_reach_liability_longform_brief,P458_DEEP_REACH_LIABILITY_LONGFORM_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.deep_reach_liability_longform_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_spoiler_longform_brief,P459_ATLAS_SPOILER_LONGFORM_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_spoiler_longform_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.blue_debt_resource_longform_brief,P460_BLUE_DEBT_RESOURCE_LONGFORM_BRIEF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.blue_debt_resource_longform_brief,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
