packet_id,arc_id,depth_band,route_moment,prereq_packet_ids,next_packet_ids,evidence_type,truth_claim,player_decision,spoiler_tier,primary_surface
P372_EVACUATION_QUEUE_DELAY_PROOF,derived_RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,biome.colony;biome.safe_module,unlock.evacuation_queue_delay_proof,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P373_ATLAS_WEIGHTING_AUDIT_PROOF,derived_RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,biome.abyssal_machine_field;biome.atlas_basin,unlock.atlas_weighting_audit_proof,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P374_QUARANTINE_RELEASE_DELAY_PROOF,derived_RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,biome.colony;biome.abyssal_machine_field,unlock.quarantine_release_delay_proof,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,derived_RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,biome.claim_route;biome.safe_module,unlock.claim_continuity_loss_conversion_proof,P204_ASSET_SILENCE_BOARD_SIGNATURES;P149_KEELMARK_LOSS_DESK,,derived_from_unlock_and_poi_tags,,,,
P376_PAYLOAD_SELL_COORDINATES_RECEIVER_PROTOCOL,derived_RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,biome.atlas_basin;biome.factory_temple,unlock.payload_sell_coordinates_receiver_protocol,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P377_PAYLOAD_SEVER_ATLAS_RECEIVER_PROTOCOL,derived_RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,biome.atlas_basin;biome.factory_temple,unlock.payload_sever_atlas_receiver_protocol,P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,,derived_from_unlock_and_poi_tags,,,,
P378_PAYLOAD_PRESERVE_QUARANTINE_RECEIVER_PROTOCOL,derived_RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,biome.atlas_basin;biome.factory_temple,unlock.payload_preserve_quarantine_receiver_protocol,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P379_PAYLOAD_PUBLIC_LEDGER_RECEIVER_PROTOCOL,derived_RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,biome.atlas_basin;biome.claim_route,unlock.payload_public_ledger_receiver_protocol,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P380_PAYLOAD_WITHHOLD_BLIND_RETURN_PROTOCOL,derived_RS076_ATLAS_FINAL_PAYLOAD_RECEIVER_PROTOCOLS,biome.atlas_basin;biome.factory_temple,unlock.payload_withhold_blind_return_protocol,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P382_PHOTIC_SHELF_SURVIVAL_ACT,derived_RS077_LONG_CAMPAIGN_ACT_SPINE,biome.photic_shelf;biome.shallow_annex,unlock.photic_shelf_survival_act,P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,P386_SHALLOW_ANNEX_P63_POI_KIT,derived_from_unlock_and_poi_tags,,,,
P383_BRINE_CANYON_LIABILITY_ACT,derived_RS077_LONG_CAMPAIGN_ACT_SPINE,biome.brine_canyon;biome.industrial_shelf,unlock.brine_canyon_liability_act,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P384_ABYSSAL_MACHINE_FIELD_REPAIR_ACT,derived_RS077_LONG_CAMPAIGN_ACT_SPINE,biome.abyssal_machine_field;biome.cable_reef,unlock.abyssal_machine_field_repair_act,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P385_ATLAS_BASIN_PAYLOAD_ACT,derived_RS077_LONG_CAMPAIGN_ACT_SPINE,biome.atlas_basin;biome.factory_temple,unlock.atlas_basin_payload_act,P365_QUARANTINE_LEGAL_HANDSHAKE_ASSEMBLY,,derived_from_unlock_and_poi_tags,,,,
P386_SHALLOW_ANNEX_P63_POI_KIT,derived_RS078_MAJOR_POI_EVIDENCE_KITS,biome.photic_shelf;biome.shallow_annex,unlock.shallow_annex_p63_poi_kit,P382_PHOTIC_SHELF_SURVIVAL_ACT,P462_PRESSURE_SEAL_FIRST_REPAIR_BRIDGE,derived_from_unlock_and_poi_tags,,,,
P387_CABLE_REEF_RELAY_YARD_POI_KIT,derived_RS078_MAJOR_POI_EVIDENCE_KITS,biome.cable_reef;biome.industrial_shelf,unlock.cable_reef_relay_yard_poi_kit,P231_CONDUCTIVE_BIOFILM_CABLE_SKIN,,derived_from_unlock_and_poi_tags,,,,
P388_BRINE_CANYON_PUMP_CATHEDRAL_POI_KIT,derived_RS078_MAJOR_POI_EVIDENCE_KITS,biome.brine_canyon;biome.pump_station,unlock.brine_canyon_pump_cathedral_poi_kit,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P389_EVACUATION_QUEUE_TERMINAL_POI_KIT,derived_RS078_MAJOR_POI_EVIDENCE_KITS,biome.industrial_shelf;biome.brine_canyon,unlock.evacuation_queue_terminal_poi_kit,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P390_ATLAS_SERVICE_BASIN_POI_KIT,derived_RS078_MAJOR_POI_EVIDENCE_KITS,biome.atlas_basin;biome.factory_temple,unlock.atlas_service_basin_poi_kit,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P391_QUIET_SALVAGE_CONTRACT_SEED,derived_RS079_REPLAY_CONTRACT_SEED_FAMILIES,biome.contract_layer;biome.shallows,unlock.quiet_salvage_contract_seed,,P392_STORM_WINDOW_RUSH_CONTRACT_SEED;P394_EVIDENCE_FIRST_CHARTER_CONTRACT_SEED;P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,derived_from_unlock_and_poi_tags,,,,
P392_STORM_WINDOW_RUSH_CONTRACT_SEED,derived_RS079_REPLAY_CONTRACT_SEED_FAMILIES,biome.contract_layer;biome.storm_window,unlock.storm_window_rush_contract_seed,P391_QUIET_SALVAGE_CONTRACT_SEED,,derived_from_unlock_and_poi_tags,,,,
P393_HIGH_CUSTODY_SAMPLE_CONTRACT_SEED,derived_RS079_REPLAY_CONTRACT_SEED_FAMILIES,biome.brine_canyon;biome.abyssal_machine_field,unlock.high_custody_sample_contract_seed,P243_SAMPLE_CUSTODY_GRADE_CARD,,derived_from_unlock_and_poi_tags,,,,
P394_EVIDENCE_FIRST_CHARTER_CONTRACT_SEED,derived_RS079_REPLAY_CONTRACT_SEED_FAMILIES,biome.contract_layer;biome.evidence_route,unlock.evidence_first_charter_contract_seed,P391_QUIET_SALVAGE_CONTRACT_SEED,,derived_from_unlock_and_poi_tags,,,,
P395_RECOVERY_COMPLIANCE_BAIT_CONTRACT_SEED,derived_RS079_REPLAY_CONTRACT_SEED_FAMILIES,biome.contract_layer;biome.atlas_basin,unlock.recovery_compliance_bait_contract_seed,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P396_PUBLIC_STARTING_PREMISE_ARTICLE_MODULE,derived_RS080_PUBLIC_WIKI_ARTICLE_MODULES,biome.publication;biome.shallows,unlock.public_starting_premise_article_module,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P397_PUBLIC_NO_FTL_ROUTE_ARTICLE_MODULE,derived_RS080_PUBLIC_WIKI_ARTICLE_MODULES,biome.publication;biome.human_space,unlock.public_no_ftl_route_article_module,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P398_PUBLIC_AEGIR_MOON_MAP_ARTICLE_MODULE,derived_RS080_PUBLIC_WIKI_ARTICLE_MODULES,biome.publication;biome.aegir_system,unlock.public_aegir_moon_map_article_module,,P423_HECTON8_MOON_LADDER_PUBLIC_BAND,derived_from_unlock_and_poi_tags,,,,
P399_PUBLIC_DEEP_REACH_LIABILITY_ARTICLE_MODULE,derived_RS080_PUBLIC_WIKI_ARTICLE_MODULES,biome.publication;biome.deep_reach,unlock.public_deep_reach_liability_article_module,P253_DEEP_REACH_PUBLIC_DOSSIER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P400_PUBLIC_ATLAS_SPOILER_GATE_ARTICLE_MODULE,derived_RS080_PUBLIC_WIKI_ARTICLE_MODULES,biome.publication;biome.atlas_basin,unlock.public_atlas_spoiler_gate_article_module,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P401_MARA_VENN_PUMP_CHIEF_DOSSIER,derived_RS081_COLONY_ANCHOR_WORKER_DOSSIERS,biome.shallow_annex;biome.industrial_shelf,unlock.mara_venn_pump_chief_dossier,P106_ILIYA_VARNEK_TIDE_MARGIN,,derived_from_unlock_and_poi_tags,,,,
P402_JUNO_KADE_RELAY_NOTARY_DOSSIER,derived_RS081_COLONY_ANCHOR_WORKER_DOSSIERS,biome.cable_reef;biome.relay_yard,unlock.juno_kade_relay_notary_dossier,P033_CABLE_REEF_SYMBIOSIS,,derived_from_unlock_and_poi_tags,,,,
P403_REN_OKOYE_BRINE_CARTOGRAPHER_DOSSIER,derived_RS081_COLONY_ANCHOR_WORKER_DOSSIERS,biome.brine_canyon;biome.density_ladder,unlock.ren_okoye_brine_cartographer_dossier,P1326_ROUTE_PERMISSION_STAMP_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P404_SAHANA_IQBAL_TRIAGE_MECHANIC_DOSSIER,derived_RS081_COLONY_ANCHOR_WORKER_DOSSIERS,biome.evacuation_queue;biome.service_module,unlock.sahana_iqbal_triage_mechanic_dossier,,P408_HALDANE_QUARANTINE_RELEASE_HOLD_ARTIFACT,derived_from_unlock_and_poi_tags,,,,
P405_LIAN_TORRES_VENT_FORGE_OPERATOR_DOSSIER,derived_RS081_COLONY_ANCHOR_WORKER_DOSSIERS,biome.vent_forge;biome.abyssal_machine_field,unlock.lian_torres_vent_forge_operator_dossier,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P406_VARNEK_MARGIN_ACCEPTANCE_MEMO_ARTIFACT,derived_RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,biome.archive_cache;biome.deep_reach_office,unlock.varnek_margin_acceptance_memo_artifact,,P409_IBARRA_LOSS_CONVERSION_LEDGER_ARTIFACT,derived_from_unlock_and_poi_tags,,,,
P408_HALDANE_QUARANTINE_RELEASE_HOLD_ARTIFACT,derived_RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,biome.evacuation_queue;biome.quarantine_gate,unlock.haldane_quarantine_release_hold_artifact,P404_SAHANA_IQBAL_TRIAGE_MECHANIC_DOSSIER,,derived_from_unlock_and_poi_tags,,,,
P409_IBARRA_LOSS_CONVERSION_LEDGER_ARTIFACT,derived_RS082_DEEP_REACH_ARTIFACT_MEMO_PACK,biome.claim_archive;biome.deep_reach_office,unlock.ibarra_loss_conversion_ledger_artifact,P406_VARNEK_MARGIN_ACCEPTANCE_MEMO_ARTIFACT,,derived_from_unlock_and_poi_tags,,,,
P421_RAN_AEGIR_PUBLIC_DISTANCE_BAND,derived_RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,biome.human_space;biome.publication,unlock.ran_aegir_public_distance_band,P417_SITE_WIKI_SYSTEM_AND_SHIPS_CLUSTER,,derived_from_unlock_and_poi_tags,,,,
P422_AEGIR_LOCAL_WINDOW_BAND_TABLE,derived_RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,biome.black_keel_orbit;biome.upper_atmosphere,unlock.aegir_local_window_band_table,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P423_HECTON8_MOON_LADDER_PUBLIC_BAND,derived_RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,biome.aegir_system;biome.publication,unlock.hecton8_moon_ladder_public_band,P398_PUBLIC_AEGIR_MOON_MAP_ARTICLE_MODULE,,derived_from_unlock_and_poi_tags,,,,
P424_BLACK_KEEL_TRANSFER_ORBIT_BAND,derived_RS085_CELESTIAL_EPHEMERIS_PUBLIC_BANDS,biome.black_keel_orbit;biome.claim_admin,unlock.black_keel_transfer_orbit_band,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P426_BLUE_DEBT_CUSTODY_GRADE_RECEIPT,derived_RS086_RESOURCE_ECONOMY_ARTIFACTS,biome.brine_canyon;biome.claim_admin,unlock.blue_debt_custody_grade_receipt,P354_BLUE_DEBT_PRESSURE_HISTORY_GUIDE,,derived_from_unlock_and_poi_tags,,,,
P427_PRESSURE_GLASS_FIELD_CERTIFICATE,derived_RS086_RESOURCE_ECONOMY_ARTIFACTS,biome.drowned_crust;biome.vent_forge,unlock.pressure_glass_field_certificate,P084_VENT_FORGE_GEOTHERMAL_ENGINE,,derived_from_unlock_and_poi_tags,,,,
P428_BRINE_SALT_PROCESS_LOT_CARD,derived_RS086_RESOURCE_ECONOMY_ARTIFACTS,biome.brine_canyon;biome.process_chemistry,unlock.brine_salt_process_lot_card,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P429_ATLAS_LATTICE_CONTAMINATION_TAG,derived_RS086_RESOURCE_ECONOMY_ARTIFACTS,biome.atlas_repair_network;biome.deep_ecology,unlock.atlas_lattice_contamination_tag,,P439_ATLAS_REPAIR_TRACE_TRANSCRIPT_SEED,derived_from_unlock_and_poi_tags,,,,
P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,derived_RS086_RESOURCE_ECONOMY_ARTIFACTS,biome.claim_admin;biome.black_keel_orbit,unlock.black_keel_payout_mass_ledger,P336_MATERIAL_EXIT_RECEIPT_AUDIT,P468_XENON_OMEGA_PUBLIC_MATERIAL_BRIDGE,derived_from_unlock_and_poi_tags,,,,
P436_BLACK_KEEL_APPROACH_TRANSCRIPT_SEED,derived_RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,biome.first_hour;biome.black_keel_orbit,unlock.black_keel_approach_transcript_seed,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,derived_from_unlock_and_poi_tags,,,,
P437_DEEP_REACH_SANITIZED_PACKET_TRANSCRIPT_SEED,derived_RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,biome.deep_reach_archive;biome.claim_admin,unlock.deep_reach_sanitized_packet_transcript_seed,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P438_WORKER_DOSSIER_AUDIO_TRANSCRIPT_SEED,derived_RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,biome.colony_infrastructure;biome.codex,unlock.worker_dossier_audio_transcript_seed,P416_SITE_WIKI_START_HERE_CLUSTER,,derived_from_unlock_and_poi_tags,,,,
P439_ATLAS_REPAIR_TRACE_TRANSCRIPT_SEED,derived_RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,biome.atlas_repair_network;biome.deep_ecology,unlock.atlas_repair_trace_transcript_seed,P429_ATLAS_LATTICE_CONTAMINATION_TAG,,derived_from_unlock_and_poi_tags,,,,
P440_ENDING_RECORD_TRANSCRIPT_SEED,derived_RS088_AUDIO_TRANSCRIPT_ARTICLE_SEEDS,biome.spoiler_gate;biome.codex,unlock.ending_record_transcript_seed,P416_SITE_WIKI_START_HERE_CLUSTER,,derived_from_unlock_and_poi_tags,,,,
P441_RESOURCE_YIELD_VALUE_DRAFT_ROWS,derived_RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,biome.resource_tables;biome.brine_canyon,unlock.resource_yield_value_draft_rows,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P442_STACK_LIMIT_VALUE_DRAFT_ROWS,derived_RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,biome.resource_tables;biome.claim_admin,unlock.stack_limit_value_draft_rows,P1336_TRANSCRIPT_DAMAGE_BAND_OFFSET_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P443_ESCAPE_RECIPE_VALUE_DRAFT_ROWS,derived_RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,biome.escape_chain;biome.atlas_basin,unlock.escape_recipe_value_draft_rows,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,derived_RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,biome.contract_layer;biome.replay,unlock.contract_risk_reward_value_draft_rows,P391_QUIET_SALVAGE_CONTRACT_SEED,,derived_from_unlock_and_poi_tags,,,,
P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,derived_RS089_NUMERIC_GAMEPLAY_TABLE_VALUE_DRAFTS,biome.spoiler_gate;biome.ending_records,unlock.ending_payout_value_draft_rows,P420_SITE_WIKI_ENDINGS_SPOILER_CLUSTER,,derived_from_unlock_and_poi_tags,,,,
P461_PACKET_CUSTODY_BRIDGE,derived_RS093_LORE_SYSTEM_INTEGRATION_BRIDGE,biome.publication;biome.codex,unlock.packet_custody_bridge,,P463_PUBLIC_WIKI_SPOILER_GATE_BRIDGE;P467_ATLAS6_PUBLIC_REPAIR_NETWORK_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P462_PRESSURE_SEAL_FIRST_REPAIR_BRIDGE,derived_RS093_LORE_SYSTEM_INTEGRATION_BRIDGE,biome.photic_shelf;resource.fiberkelp,unlock.p63_pressure_seal_first_repair,P386_SHALLOW_ANNEX_P63_POI_KIT,P467_ATLAS6_PUBLIC_REPAIR_NETWORK_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P463_PUBLIC_WIKI_SPOILER_GATE_BRIDGE,derived_RS093_LORE_SYSTEM_INTEGRATION_BRIDGE,biome.publication;biome.codex,unlock.public_wiki_spoiler_gate_bridge,P461_PACKET_CUSTODY_BRIDGE,P471_LUYTEN_PACKET_CUSTODY_RELAY_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P464_BLACK_KEEL_CLAIM_WINDOW_BRIDGE,derived_RS093_LORE_SYSTEM_INTEGRATION_BRIDGE,biome.carrier_link;biome.shallow_annex,unlock.black_keel_claim_window_bridge,,P469_AEGIR_RELAY_WINDOW_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P465_DEEP_REACH_MANAGED_VARIANCE_BRIDGE,derived_RS095_CORPORATE_PRESSURE_CHAIN_BRIDGE,,unlock.deep_reach_managed_variance_bridge,,P475_CENTAURI_CHARTER_LEGITIMACY_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P466_WORKER_TAG_EVIDENCE_BRIDGE,derived_RS095_CORPORATE_PRESSURE_CHAIN_BRIDGE,,unlock.worker_tag_evidence_bridge,P1326_ROUTE_PERMISSION_STAMP_FIELD_ARTICLE,P472_TAU_CETI_PUBLIC_LEDGER_PRESSURE_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P467_ATLAS6_PUBLIC_REPAIR_NETWORK_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,,unlock.atlas6_public_repair_network_bridge,P461_PACKET_CUSTODY_BRIDGE;P462_PRESSURE_SEAL_FIRST_REPAIR_BRIDGE,P706_AL_LAST_SHIFT_MARKER,derived_from_unlock_and_poi_tags,,,,external_site
P468_XENON_OMEGA_PUBLIC_MATERIAL_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,,unlock.xenon_omega_public_material_bridge,P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,,derived_from_unlock_and_poi_tags,,,,external_site
P469_AEGIR_RELAY_WINDOW_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,biome.surface_weather;biome.orbit_window,unlock.aegir_relay_window_bridge,P464_BLACK_KEEL_CLAIM_WINDOW_BRIDGE,P471_LUYTEN_PACKET_CUSTODY_RELAY_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P470_KEELMARK_TONNE_WINDOW_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,biome.photic_shelf,unlock.keelmark_tonne_window_bridge,P088_TONNE_WINDOW_DEBT,,derived_from_unlock_and_poi_tags,,,,external_site
P471_LUYTEN_PACKET_CUSTODY_RELAY_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,biome.photic_shelf,unlock.luyten_packet_custody_relay_bridge,P469_AEGIR_RELAY_WINDOW_BRIDGE;P463_PUBLIC_WIKI_SPOILER_GATE_BRIDGE;P202_PACKET_NOTARY_INTERFACE_SIGNATURES,P6800_CARRIER_WINDOW_AUDIO_CUE;P472_TAU_CETI_PUBLIC_LEDGER_PRESSURE_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P472_TAU_CETI_PUBLIC_LEDGER_PRESSURE_BRIDGE,derived_RS094_PUBLIC_AUTHORITY_BRIDGE_EXPANSION,,unlock.tau_ceti_public_ledger_pressure_bridge,P466_WORKER_TAG_EVIDENCE_BRIDGE;P471_LUYTEN_PACKET_CUSTODY_RELAY_BRIDGE,,derived_from_unlock_and_poi_tags,,,,external_site
P475_CENTAURI_CHARTER_LEGITIMACY_BRIDGE,derived_RS095_CORPORATE_PRESSURE_CHAIN_BRIDGE,,unlock.centauri_charter_legitimacy_bridge,P465_DEEP_REACH_MANAGED_VARIANCE_BRIDGE,P477_RECOVERY_COMPLIANCE_RETURN_ACTION_QUEUE_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P476_AEGIR_CONTINUITY_HOLDINGS_SHELL_CHAIN_BRIDGE,derived_RS095_CORPORATE_PRESSURE_CHAIN_BRIDGE,,unlock.aegir_continuity_holdings_shell_chain_bridge,,P477_RECOVERY_COMPLIANCE_RETURN_ACTION_QUEUE_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P477_RECOVERY_COMPLIANCE_RETURN_ACTION_QUEUE_BRIDGE,derived_RS095_CORPORATE_PRESSURE_CHAIN_BRIDGE,,unlock.recovery_compliance_return_action_queue_bridge,P476_AEGIR_CONTINUITY_HOLDINGS_SHELL_CHAIN_BRIDGE;P475_CENTAURI_CHARTER_LEGITIMACY_BRIDGE,,derived_from_unlock_and_poi_tags,,,,external_site
P496_PUBLIC_EVIDENCE_MISUSE_WARNING_BRIDGE,derived_RS099_PUBLIC_EVIDENCE_GOVERNANCE_BRIDGE,biome.deep_archive,unlock.p496_public_evidence_misuse_warning_bridge,,P497_EVIDENCE_RELATION_GRAPH_DOSSIER_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P497_EVIDENCE_RELATION_GRAPH_DOSSIER_BRIDGE,derived_RS099_PUBLIC_EVIDENCE_GOVERNANCE_BRIDGE,biome.deep_archive,unlock.p497_evidence_relation_graph_dossier_bridge,P496_PUBLIC_EVIDENCE_MISUSE_WARNING_BRIDGE,P498_TERMINAL_CLAIMANT_LANGUAGE_AUDIT_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P498_TERMINAL_CLAIMANT_LANGUAGE_AUDIT_BRIDGE,derived_RS099_PUBLIC_EVIDENCE_GOVERNANCE_BRIDGE,biome.deep_archive,unlock.p498_terminal_claimant_language_audit_bridge,P497_EVIDENCE_RELATION_GRAPH_DOSSIER_BRIDGE,P499_PUBLIC_INDEX_SPOILER_CAP_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P499_PUBLIC_INDEX_SPOILER_CAP_BRIDGE,derived_RS099_PUBLIC_EVIDENCE_GOVERNANCE_BRIDGE,biome.deep_archive,unlock.p499_public_index_spoiler_cap_bridge,P498_TERMINAL_CLAIMANT_LANGUAGE_AUDIT_BRIDGE,,derived_from_unlock_and_poi_tags,,,,external_site
P500_PUBLIC_ARCHIVE_RECEIVER_AMBIGUITY_BRIDGE,derived_RS100_PUBLIC_EVIDENCE_CLEANUP_CONFLICT_BRIDGE,biome.deep_archive,unlock.p500_public_archive_receiver_ambiguity_bridge,,P501_EVIDENCE_MARKET_CLEANUP_BID_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P501_EVIDENCE_MARKET_CLEANUP_BID_BRIDGE,derived_RS100_PUBLIC_EVIDENCE_CLEANUP_CONFLICT_BRIDGE,biome.deep_archive,unlock.p501_evidence_market_cleanup_bid_bridge,P500_PUBLIC_ARCHIVE_RECEIVER_AMBIGUITY_BRIDGE,P502_CLAIMANT_SAFE_SUMMARY_CONFLICT_BRIDGE,derived_from_unlock_and_poi_tags,,,,external_site
P502_CLAIMANT_SAFE_SUMMARY_CONFLICT_BRIDGE,derived_RS100_PUBLIC_EVIDENCE_CLEANUP_CONFLICT_BRIDGE,biome.deep_archive,unlock.p502_claimant_safe_summary_conflict_bridge,P501_EVIDENCE_MARKET_CLEANUP_BID_BRIDGE,,derived_from_unlock_and_poi_tags,,,,external_site
P503_MARAUDER_COUNTER_INDEX_NOTE_BRIDGE,derived_RS101_COUNTER_INDEX_ALIAS_HOLD_BRIDGE,not_biome_bound,"future counter-index, alias register, and double-hold evidence bridge after packet-specific proof gate",,P504_PAYLOAD_ROUTE_ALIAS_REGISTER_BRIDGE;P525_WIKI_PAGE_TEMPLATE_HOLD_NOTICE_BRIDGE,derived_from_unlock_and_poi_tags,,,,website_article
P504_PAYLOAD_ROUTE_ALIAS_REGISTER_BRIDGE,derived_RS101_COUNTER_INDEX_ALIAS_HOLD_BRIDGE,not_biome_bound,"future counter-index, alias register, and double-hold evidence bridge after packet-specific proof gate",P503_MARAUDER_COUNTER_INDEX_NOTE_BRIDGE,P505_QUARANTINE_LEGAL_HOLD_CONFLICT_BRIDGE,derived_from_unlock_and_poi_tags,,,,website_article
P505_QUARANTINE_LEGAL_HOLD_CONFLICT_BRIDGE,derived_RS101_COUNTER_INDEX_ALIAS_HOLD_BRIDGE,not_biome_bound,"future counter-index, alias register, and double-hold evidence bridge after packet-specific proof gate",P504_PAYLOAD_ROUTE_ALIAS_REGISTER_BRIDGE,,derived_from_unlock_and_poi_tags,,,,website_article
P506_PUBLIC_ARCHIVE_PROOF_ORDER_BRIDGE,derived_RS102_PROOF_ORDER_RELATION_RECEIPT_BRIDGE,not_biome_bound,"future proof-order, relation-edge, and receipt-rewrite bridge after packet-specific proof gate",,P515_PUBLIC_ARCHIVE_CONTRADICTION_CARD_BRIDGE;P510_SCANNER_CONFIDENCE_DOWNGRADE_REASON_BRIDGE,derived_from_unlock_and_poi_tags,,,,website_article
P507_WIKI_SPOILER_SAFE_RELATION_EDGE_BRIDGE,derived_RS102_PROOF_ORDER_RELATION_RECEIPT_BRIDGE,not_biome_bound,"future proof-order, relation-edge, and receipt-rewrite bridge after packet-specific proof gate",,P521_PUBLIC_WIKI_SPOILER_SAFE_CROSSLINK_LABEL_BRIDGE,derived_from_unlock_and_poi_tags,,,,website_article
