Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
NGC 3593/UGC 6272/MCG 2-29-14/ZWG 67.40,Sa,11.2436,12.8183,13223571.1,-18.71,10001.2266,0.765075,0.131964,-0.616049,-0.133155
NGC 3596/UGC 6277/MCG 3-29-13/ZWG 96.13,SBc,11.2517,14.7869004,20876256.8,-20,12144.3467,0.885656,-0.323407,-0.276736,-0.185578
NGC 3599/UGC 6281/MCG 3-29-15/ZWG 96.15,S0,11.2572,18.1102998,20161883.7,-18.72,7916.35986,0.798823,-0.0482602,-0.537666,-0.265457
NGC 3600/UGC 6283/MCG 7-23-38/MK 1443,Sa,11.2644,41.5911017,16583885.2,-18.5,9890.85156,0.226183,0.721386,-0.564155,-0.331923
NGC 3607/UGC 6297/MCG 3-29-20/ZWG 96.21,S0,11.2817,18.0521997,21379078.2,-20.75,14302.7959,0.859229,-0.191844,-0.427008,-0.206365
M 65/NGC 3623/UGC 6328/MCG 2-29-18,Sa,11.3153,13.0907995,15737675.3,-20.88,22433.7754,0.741372,-0.34655,-0.454809,0.35131
NGC 3626/NGC 3632/UGC 6343/MCG 3-29-32,Sa,11.3342,18.3567004,19999386.5,-19.7,7855.04053,0.880233,-0.298662,-0.349476,0.117721
M 66/NGC 3627/UGC 6346/MCG 2-29-19,Sb,11.3375,12.9900003,10387539.6,-20.38,13750.9199,0.788756,-0.367258,-0.398085,0.290712
NGC 3628/UGC 6350/MCG 2-29-20/ZWG 67.58,Sb,11.3378,13.5900008,14124968.8,-20.35,26913.1719,0.762097,0.116116,-0.636902,0.00901223
NGC 3666/UGC 6420/MCG 2-29-25/ZWG 67.71,SBc,11.4072,11.3421997,17528207.9,-18.82,11218.4199,0.750538,0.134861,-0.646522,-0.0226762
NGC 3675/UGC 6439/MCG 7-24-4/ZWG 214.5,Sb,11.4356,43.5863993,20851729,-20.79,17893.0586,0.85682,-0.191213,-0.249882,0.408481
NGC 3684/UGC 6453/MCG 3-29-50/ZWG 96.47,Sc,11.4531,17.0308004,20437821.4,-19.25,9216.33594,0.854981,-0.172603,-0.487992,-0.0328599
NGC 3686/UGC 6460/MCG 3-29-51/ZWG 96.49,SBc,11.4622,17.2233003,20315182.3,-19.54,9158.08203,0.307877,0.326598,-0.631153,-0.632607
NGC 3690A/UGC 6472/MCG 10-17-2/MK 171,Sb,11.475,58.5611012,16369266.4,-19.07,3807.94702,0.932614,0.0271057,-0.349684,0.0849566
NGC 3690B/MCG 10-17-3/KCPG 288B,Sb,11.4756,58.5643997,14256806.6,-19.07,4148.271,0.865926,0.108768,-0.457715,0.169822
NGC 3691/UGC 6464/MCG 3-29-53/ZWG 96.50,SBa,11.4692,16.9199998,19358597.7,-18.13,3942.8501,0.323071,0.36382,-0.620733,-0.614777
NGC 3718/UGC 6524/MCG 9-19-114/ZWG 268.48,SBa,11.5428,53.0672007,16120922.1,-19.43,18990.6797,0.216944,0.54065,-0.744413,-0.326315
NGC 3729/UGC 6547/MCG 9-19-117/ZWG 268.51,SBa,11.5636,53.1263991,16504170.1,-19.09,6959.77441,0.903417,-0.0638753,-0.273654,0.323839
NGC 3738/UGC 6565/MCG 9-19-130/ZWG 268.60,Irr,11.5967,54.5239002,4899435.89,-16.35,1781.64087,0.924596,-0.0248823,-0.308034,0.222753
NGC 3741/UGC 6572/MCG 8-21-68/ZWG 242.57,Irr,11.6017,45.2842017,3015084.68,-13.2,613.809143,0.16701,0.506817,-0.721513,-0.441206
NGC 3769/UGC 6595/MCG 8-21-76/ZWG 242.65,SBb,11.6289,47.8933009,12855654.1,-18.24,5423.71826,0.799585,0.0042801,-0.446212,0.401922
NGC 3769A/MCG 8-21-77/ZWG 242.66/Arp 280,Irr,11.6306,47.8817026,13294088.9,-15.82,1739.9436,0.729234,0.223916,-0.6098,0.214999
NGC 3773/UGC 6605/MCG 2-30-5/MK 743,S0,11.6369,12.1124999,18141403.6,-17.99,3167.15723,0.868753,-0.397102,-0.28292,0.0868058
NGC 3782/UGC 6618/MCG 8-21-87/ZWG 242.71,SBc,11.6556,46.5130997,16283418.7,-17.96,3789.55103,0.108597,0.44464,-0.749372,-0.47848
NGC 3795/UGC 6629/MCG 10-17-38/ZWG 292.17,Sc,11.6683,58.6124987,17010056.2,-17.15,5193.77002,0.400169,0.583772,-0.706398,-0.00873477
NGC 3795A/UGC 6616/MCG 10-17-35/ZWG 292.15,Sc,11.6558,58.2685997,15753004.9,-16.79,5500.36816,0.668479,0.143026,-0.700379,-0.205301
NGC 3810/UGC 6644/MCG 2-30-10/ZWG 68.24,Sc,11.6828,11.4703002,18239514.4,-20,11405.4453,0.323611,0.343973,-0.595605,-0.649779
NGC 3850/UGC 6733/MCG 9-19-174/ZWG 268.79,SBc,11.7597,55.8867012,18089281.3,-17.19,5524.896,0.7574,0.209247,-0.580513,0.213462
NGC 3870/UGC 6742/MCG 8-22-1/MK 186,S0,11.7656,50.2006011,13018150.5,-17.17,1893.54919,0.274193,0.32026,-0.81081,-0.406004
NGC 3877/UGC 6745/MCG 8-22-2/ZWG 243.4,Sc,11.7686,47.4944022,16203703.8,-19.15,12490.8018,0.344877,0.615802,-0.683742,-0.185324
NGC 3896/UGC 6781/MCG 8-22-8/ZWG 243.9,SBa,11.8156,48.6747003,14698308,-17.14,3207.01489,0.833693,0.0714563,-0.535008,0.11669
NGC 3906/UGC 6797/MCG 8-22-12/ZWG 243.11,SBc,11.8278,48.4255992,15955359.3,-17.21,4178.93066,0.0495444,0.205349,-0.826047,-0.522516
NGC 3913/IC 740/UGC 6813/MCG 9-20-1,Irr,11.8439,55.3539018,15369757.1,-17.43,5813.09766,0.0204182,0.0360088,-0.873722,-0.484661
NGC 3922/NGC 3924/UGC 6824/MCG 8-22-17,Sa,11.8536,50.156701,13692666,-16.88,3384.8418,0.357612,0.484317,-0.75819,-0.250396
NGC 3928/UGC 6834/MCG 8-22-19/MK 190,E0,11.8631,48.6831,16350870.6,-17.87,3565.73462,0.015161,0.00957623,-0.844385,-0.535437
NGC 3930/UGC 6833/MCG 6-26-45/ZWG 186.59,SBc,11.8625,38.0144005,16010547.6,-17.82,6987.36816,0.335497,0.299497,-0.761955,-0.466014
NGC 3931/NGC 3917A/UGC 6925/MCG 9-20-11,S0,11.8536,52.0013999,14124969.1,-15.85,2259.93384,0.934111,-0.0640423,-0.290537,0.197293
NGC 3938/UGC 6856/MCG 7-25-1/ZWG 214.34,Sc,11.8803,44.1214008,16862889.6,-20.33,13245.0332,0.0602268,0.249214,-0.796569,-0.547488
NGC 3941/UGC 6857/MCG 6-26-51/ZWG 186.62,S0,11.8819,36.9868993,12101422.7,-19.11,6159.55371,0.192771,0.384187,-0.732596,-0.527772
NGC 3985/UGC 6921/MCG 8-22-45/ZWG 243.31,Irr,11.9447,48.335598,15860314.1,-17.8,2998.83496,0.582927,0.294114,-0.744143,-0.141226
IC 549/MCG 1-25-10/ZWG 35.27,S0,9.67860011,3.95889986,18003433.9,-15.78,1309.47998,0.412262,0.593835,-0.411186,-0.555271
IC 559/MCG 2-25-29/ZWG 63.57,S0,9.74529998,9.6158001,7370615.67,-14.24,964.557251,0.861448,0.0629704,-0.404343,-0.300747
IC 610/IC 611/UGC 5653/MCG 3-27-34,Sc,10.4411,20.2269004,15961491.1,-16.21,4178.93066,0.544493,0.624283,-0.498994,-0.254567
IC 678/MCG 1-29-21/ZWG 39.83/NPM1G +6.283,E0,11.2350001,6.57779965,18018764.8,-16.38,1834.68237,0.843189,-0.454081,-0.0853495,-0.274878
IC 2233/UGC 4278/MCG 8-15-52/ZWG 236.36,SBc,8.23310005,45.7396997,9685430.38,-16.93,6481.48145,0.824346,-0.333815,-0.0495718,0.454494
IC 2450/UGC 4902/MCG 4-22-29/ZWG 121.49,S0,9.28470011,25.4278008,22501226.5,-17.96,4908.63379,0.934581,-0.271023,-0.161517,0.164367
IC 2520/UGC 5335/MCG 5-24-3/ZWG 153.4,Irr,9.93890002,27.2274991,20750551.8,-17.19,2112.76685,0.850728,0.0544207,-0.425543,-0.303668
IC 2524/MCG 6-22-39/MK 411/ZWG 182.47,Sa,9.95889999,33.6202997,23865586.8,-16.99,2082.72021,0.730566,0.303567,-0.561899,-0.24164
IC 2608/ZWG 184.22/KUG 1047+330,S0,10.8375,32.7688995,22909001.9,-16.2,2998.83496,0.827868,0.0765179,-0.528207,0.172559
IC 2684/ZWG 67.49,E0,11.2836,13.0996996,9007848.99,-14.37,654.893311,0.0599559,0.0719063,-0.637705,-0.76457
IC 2767,S0,11.3731,13.0774999,14732033.9,-14.04,1071.55994,0.726977,0.226033,-0.646797,-0.0454693
IC 2782/UGC 6395/MCG 2-29-23/ZWG 67.68,Irr,11.3819,13.4414001,13637478.7,-15.77,2182.05786,0.197498,0.355453,-0.592022,-0.695815
IC 2787/UGC 6401/ZWG 67.70,Sc,11.3886,13.6297008,10133063,-14.83,1031.39563,0.0630707,0.0844761,-0.640871,-0.760375
IC 2791,S0,11.3936,12.8964003,9007848.77,-13.27,393.058624,0.777685,-0.272794,-0.499191,0.267578
IC 2828/MCG 2-29-28/ZWG 67.78,S0,11.4531,8.73219966,18690213.9,-16.86,2446.34546,0.575838,0.200051,-0.605589,-0.51152
IC 2934/MCG 2-30-2/ZWG 68.4/KARA 486,Sc,11.5719,13.3214001,16369266.9,-14.67,1190.52002,0.834067,-0.316918,-0.420355,0.164914
NGC 2537A/MCG 8-15-51,SBc,8.22809995,45.9932998,162496935,-19.95,14180.1572,0.398144,0.285713,-0.729928,-0.476502
IC 2401/UGC 4600/MCG 6-20-5/ZWG 179.34,S0,8.80280002,37.7558011,165041699,-20.69,28804.8809,0.937941,0.140625,-0.316421,0.0192059
IC 2190/UGC 3880/MCG 6-17-13/ZWG 177.26,SBc,7.49830005,37.4517005,145450086,-21.01,19039.7344,0.633248,0.618356,-0.448058,-0.126005
IC 2222/ZWG 178.24,SBc,8.08719999,37.4725008,134259261,-20.34,7809.05078,0.97813,0.0143484,-0.160166,0.13192
IC 2224/NPM1G +37.177,E0,8.09720001,37.4597014,133860679,-20.13,7787.58887,0.385355,0.300961,-0.687499,-0.536908
IC 2225/MCG 6-18-12/ZWG 178.26,SBa,8.09110001,35.946899,134259258,-20.74,17571.1309,0.925439,0.203718,-0.274648,-0.16319
IC 2227/ZWG 178.28,S0,8.11859993,36.2332989,131407897,-20.69,13379.9365,0.386061,0.325512,-0.679214,-0.532604
IC 478/ZWG 148.55,S0,7.89470003,26.4922014,152011281,-20.71,13263.4287,0.545448,0.689358,-0.421838,-0.222092
NGC 2505/UGC 4193/MCG 9-13-115/ZWG 262.66,SBa,8.06830012,53.5497004,132297029,-21.51,23089.8945,0.412542,0.672511,-0.605737,-0.103055
NGC 2687-2/NGC 2687B/MCG 8-16-39,S0,8.91809992,49.1561005,130028208,-19.07,5672.06299,0.561604,0.509853,-0.622823,-0.191683
NGC 2373/UGC 3848/MCG 6-17-4/ZWG 177.14,Sc,7.44329997,33.8242002,108198432,-20.37,9443.21777,0.94072,-0.244654,0.234809,-0.0074105
NGC 2375/UGC 3854/MCG 6-17-5/ZWG 177.17,SBb,7.45249991,33.8324987,109271524,-20.59,20658.5723,0.910087,-0.320591,0.254598,0.0643682
NGC 2495/MCG 7-17-8/MK 383/ZWG 207.16,Irr,8.00920003,39.8405978,116813833,-19.54,6797.27734,0.554468,0.649532,-0.50142,-0.138751
IC 2212/MCG 5-19-24/ZWG 178.13/NPM1G +32.157,S0,7.98250003,32.6127987,115648762,-20.02,8409.98242,0.388655,0.346969,-0.654443,-0.547963
IC 463,S0,7.18330001,50.1193991,103292861,-19.07,4506.99023,0.946293,0.245428,-0.200321,0.0645464
NGC 2668/UGC 4616/MCG 6-20-7/ZWG 180.13,SBb,8.82279993,36.7108011,105684327,-20.22,23056.168,0.958555,-0.210858,-0.0589158,0.182318
IC 2400/MCG 6-20-2/ZWG 179.32/ZWG 180.6,Sc,8.79970006,38.0689004,108351728,-20.07,12607.3096,0.928086,0.106881,-0.310641,0.175315
IC 2405/MCG 6-20-6/ZWG 180.11/ARAK 181,Sc,8.81170002,37.2182993,105101791,-19.81,12230.1934,0.413611,0.625524,-0.585216,-0.308494
NGC 2680,E0,8.85920004,30.8657998,133860681,-20.13,3893.79443,0.3003,0.263689,-0.688789,-0.604862
IC 2443/MCG 5-22-11/ZWG 151.19/NPM1G +29.155,S0,9.19170006,28.8269007,143487861,-20.58,14606.3281,0.95751,-0.285461,0.0378676,0.0159098
IC 558/MCG 5-23-33/ZWG 152.63/NPM1G +29.173,E0,9.74999998,29.4528004,131193280,-20.49,15265.5137,0.215763,0.194239,-0.711209,-0.640234
IC 2427/ZWG 180.28/NPM1G +38.155,E0,9.01689992,37.8761,184602651,-20.43,10740.1279,0.846227,0.00293569,-0.256025,-0.467271
IC 2497/NPM1G +34.168/IRAS 9380+3457,S0,9.68439987,34.7336002,203489081,-20.74,17758.1563,0.909489,0.092398,-0.400108,0.0648542
IC 2441-1/MCG 4-22-20/ZWG 121.30/VV 707,E0,9.16690005,22.8549998,164397842,-20.78,11954.2559,0.810038,-0.0817672,-0.194979,-0.546933
IC 2441-2,E0,9.16719995,22.8517006,164397840,-20.88,9562.79102,0.891718,-0.205629,0.027716,-0.402227
IC 2486/UGC 5062/MCG 5-23-6/ZWG 152.20,SBc,9.50470004,26.6411001,191225173,-21.41,25030.6602,0.961279,-0.143791,-0.167014,-0.165448
IC 2496/ZWG 181.73/KUG 935+349,Sc,9.64559995,34.7266999,167709102,-20.62,9759.01367,0.508818,0.447113,-0.624376,-0.389036
IC 2508/ZWG 182.17/NPM1G +33.172,E0,9.78529995,33.5085993,164489818,-20.08,9568.92285,0.298347,0.159147,-0.707773,-0.620256
IC 2549/ZWG 183.2/ZWG 182.81/NPM1G +36.203,S0,10.1694,36.4653,167310523,-19.92,7300.09814,0.8378,0.169159,-0.506711,-0.112788
NGC 3196/ZWG 153.35/ZWG 154.1/NPM1G +27.264,S0,10.3136,27.6694002,205083387,-20.66,8949.5957,0.906023,-0.015014,-0.418806,-0.0591501
IC 2565/ZWG 154.4/1ZW24,S0,10.3547001,27.9300004,209130490,-21.4,12168.874,0.784168,0.244379,-0.554141,-0.135234
IC 2565A,E0,10.3547001,27.9288983,205941873,-18.77,5990.9248,0.156915,0.14508,-0.717292,-0.663191
IC 2483/ZWG 152.17,S0,9.49029997,30.9944007,171756195,-20.47,9992.02832,0.915419,0.073823,-0.365164,-0.15236
IC 2475/MCG 5-22-49/ZWG 152.6/ZWG 151.87,Sb,9.46500009,29.7921994,144438314,-19.8,18904.832,0.866144,0.168644,-0.435006,0.179228
NGC 2981/UGC 5208/MCG 5-23-32/ZWG 152.62,SBc,9.74890002,31.0981008,145756684,-21.02,25438.4355,0.810733,0.154701,-0.474285,-0.306321
NGC 3012/UGC 5262/MCG 6-22-17/ZWG 182.23,E0,9.83110004,34.7146982,158112583,-21.09,22997.916,0.216551,0.177638,-0.742218,-0.608821
NGC 3099B/MCG 6-22-58,E0,10.0417,32.7143995,153666916,-20.13,6705.29785,0.193188,0.164186,-0.737049,-0.626482
IC 2495/MCG 5-23-23/ZWG 152.42,Sb,9.63530003,28.0581005,141801569,-20.96,16498.0371,0.420682,0.39929,-0.625868,-0.521424
IC 2498/ZWG 152.49,Sb,9.68920009,28.1143997,138582293,-20.41,12092.2246,0.505926,0.642826,-0.511883,-0.262278
IC 2499,Irr,9.68999994,27.8958001,134657835,-19.45,7833.57861,0.928931,-0.00495064,-0.365796,0.0570607
IC 2505/MCG 5-23-34/ZWG 152.64/NPM1G +27.246,Sb,9.75170001,27.2691995,139287465,-20.12,20256.9297,0.965361,-0.212707,-0.113481,-0.0997759
IC 2506/MCG 5-23-35/ZWG 152.65/NPM1G +27.247,Sb,9.7532999,27.2525003,137601177,-20.19,18012.6309,0.944937,-0.0639894,-0.299172,-0.116172
NGC 3068B/NPM1G +29.179/Arp 174,E0,9.97720014,28.8710988,184755950,-20.13,8060.46094,0.193585,0.176066,-0.714049,-0.649353
IC 2567/MCG 4-25-10/ZWG 124.13,S0,10.3658001,24.6552997,163294095,-20.66,21376.0117,0.268997,0.471963,-0.622126,-0.563783
IC 2191/MCG 4-18-24/ZWG 117.47/NPM1G +24.129,S0,7.50470003,24.3283,127360807,-20.43,16672.7988,0.477711,0.646223,-0.478542,-0.353817
NGC 2398-1/MCG 4-18-23/ZWG 117.48,S0,7.50439999,24.4880994,120891591,-20.11,7033.35791,0.961215,-0.243367,0.122313,-0.0433294
NGC 2398-2/MCG 4-18-22/ZWG 117.46,E0,7.50360001,24.4914006,120891585,-19.91,8793.23047,0.39617,0.388931,-0.593485,-0.582715
IC 2187/MCG 4-18-10/ZWG 117.25,S0,7.37860003,21.4828,111601670,-20.04,6490.6792,0.403336,0.42868,-0.565685,-0.577541
IC 2188/IC 2186/MCG 4-18-11/ZWG 117.26,S0,7.37860008,21.5136,112000242,-20.15,14661.5156,0.99039,0.0210763,-0.063237,-0.121184
NGC 2406/MCG 3-19-21/ZWG 86.41/ZWG 87.2,E0,7.52970005,18.2886004,112797398,-20.06,11485.1611,0.663823,0.221266,-0.290602,-0.652634
NGC 2407/UGC 3896/MCG 3-20-1/ZWG 86.42,S0,7.53219998,18.3335994,114146430,-20.49,18260.9766,0.714815,0.390838,-0.336851,-0.472035
IC 2249/KUG 813+246,S0,8.27609999,24.4930997,120891588,-18.91,5276.55127,0.342428,0.349634,-0.625829,-0.607319
IC 2348/MCG 4-20-49/ZWG 119.85/NPM1G +20.171,S0,8.40560004,20.5339005,133738043,-19.93,13616.0166,0.933001,0.16715,-0.286083,-0.140448
IC 2422/MCG 3-23-16/ZWG 90.34/NPM1G +20.187,E0,8.90669997,20.225301,140145940,-20.13,10191.3174,0.27064,0.286289,-0.631428,-0.667901
IC 2414/ZWG 90.20/NPM1G +18.211,E0,8.83060005,18.7930997,133860681,-20.13,5840.69189,0.27322,0.296319,-0.620341,-0.672847
NGC 2402-1/UGC 3891/MCG 2-19-4/ZWG 57.15,E0,7.51280004,9.64750015,111325727,-20.13,12953.7646,0.34199,0.436109,-0.513658,-0.654986
NGC 2402-2,S0,7.51309991,9.65389992,103292865,-19.07,10516.3105,0.944883,0.101655,-0.114192,-0.28952
NGC 2496/UGC 4127/MCG 1-21-2/ZWG 31.9,E0,7.9769,8.0280996,130672063,-21.58,20903.8516,0.783787,-0.374676,0.37632,-0.321993
NGC 2499/MCG 1-21-3/ZWG 31.11,SBa,7.98079993,7.49279987,132634293,-20.71,15431.0771,0.594403,0.616675,-0.330199,-0.396693
IC 498/UGC 4255/MCG 1-21-15/ZWG 31.59,S0,8.15830013,5.28059994,137478537,-21.39,17994.2363,0.725828,0.284447,-0.287504,-0.556422
IC 505/UGC 4382/MCG 1-22-8/ZWG 32.15,S0,8.38920009,4.37309995,126962224,-20.82,22160.9023,0.936417,-0.297028,-0.0470974,-0.180775
IC 506/MCG 1-22-9/ZWG 32.16/NPM1G +4.158,E0,8.39170009,4.30030031,112398821,-20.55,9808.06934,0.263787,0.370697,-0.516231,-0.725607
IC 2231/UGC 4265/MCG 1-21-18/ZWG 31.66,E0,8.18360007,5.08749991,123926905,-20.77,18027.9609,0.280377,0.388406,-0.513746,-0.711755
IC 2176/MCG 5-17-11/ZWG 146.25/NPM1G +32.128,S0,7.12530001,32.4702995,100257543,-19.71,13122.3936,0.550566,0.729438,-0.394491,-0.0957807
IC 2178/ZWG 146.26/NPM1G +32.129,S0,7.12690003,32.5131012,94186901.8,-19.07,5478.90625,0.990142,-0.0882906,0.00263255,0.108705
IC 2197-1,S0,7.57169996,31.3371995,113257296,-19.07,6588.79102,0.419549,0.380462,-0.626386,-0.535601
IC 474/MCG 4-19-1/ZWG 148.12,S0,7.76860004,26.5043996,110773855,-20.02,16111.7246,0.971735,-0.0105065,-0.175713,0.157308
IC 479/MCG 5-19-20/ZWG 148.58,SBc,7.90609996,27.0072012,108750306,-19.78,11071.2529,0.908544,-0.342358,0.239209,-0.0108524
IC 482/MCG 4-19-16/ZWG 118.35/IRAS 7567+2529,S0,7.99639989,25.3560996,108351731,-19.87,11031.3955,0.953166,-0.287049,0.0093254,0.0948225
IC 484/ZWG 148.84,Sa,8.00030012,26.6657997,110375274,-19.71,9633.30859,0.763122,0.502069,-0.376228,-0.154993
IC 485/UGC 4156/ZWG 148.88/IRAS 7572+2650,Sa,8.00530005,26.7017002,116537896,-19.93,20339.7109,0.920321,-0.262843,-0.131503,0.258126
IC 486/UGC 4155/MCG 4-19-18/ZWG 148.87,SBa,8.00580008,26.6133007,112705418,-20.66,14750.4297,0.983576,-0.166126,0.0218627,-0.0671057
IC 2208/MCG 5-19-19/ZWG 148.53,S0,7.86859996,27.4841984,109148886,-20.19,15875.6436,0.608231,0.57575,-0.455218,-0.302231
IC 2182,S0,7.23639999,18.9449993,94186903.2,-19.07,6849.39893,0.404819,0.448051,-0.54473,-0.581929
IC 496/IC 2229/MCG 4-19-28/IRAS 8067+2601,Sc,8.1619001,25.8810995,101851850,-19.04,11850.0127,0.978066,0.0497109,-0.189486,-0.0707928
IC 501-1/ZWG 119.42/NPM1G +24.147,E0,8.31309992,24.5377998,105806968,-19.52,3078.2439,0.331295,0.325005,-0.6323,-0.620332
IC 501-2,E0,8.31310004,24.5371999,105806967,-19.62,3078.2439,0.331292,0.325006,-0.632298,-0.620335
IC 2230/ZWG 119.7/NPM1G +25.161,E0,8.18220007,25.6853009,103906057,-19.48,4534.58447,0.869926,-0.244175,0.332348,-0.270466
IC 2254/ZWG 119.25,S0,8.27919999,24.7802989,105009812,-19.91,4580.57373,0.986363,-0.0437094,-0.143593,-0.0675212
IC 2312-1,S0,8.34809994,18.5083003,103292861,-19.07,6009.3208,0.320346,0.360135,-0.595132,-0.643039
NGC 2370/UGC 3835/MCG 4-18-15/ZWG 117.36,SBc,7.41689999,23.7836008,77293352.4,-20.04,8992.51855,0.777496,0.495785,-0.321173,-0.215743
NGC 2405-1/MCG 4-18-26/ZWG 117.51/VV 643,S0,7.53689993,25.9060984,77109394,-19.54,5607.67725,0.987079,0.079418,-0.126518,-0.0579689
NGC 2405-2,E0,7.5375,25.9058014,77109392.9,-18.94,3363.37988,0.398244,0.381471,-0.602406,-0.577052
NGC 2490/MCG 5-19-27/ZWG 148.78,E0,7.98809995,27.0778005,92132697.7,-19.22,8038.99902,0.64942,0.205147,-0.402317,-0.611809
NGC 2492/UGC 4138/MCG 5-19-28/ZWG 148.80,S0,7.99139997,27.0263982,93635028.9,-21.06,13616.0166,0.372708,0.364219,-0.62617,-0.579953
NGC 2540/UGC 4275/MCG 5-20-4/ZWG 149.4,SBc,8.21280006,26.3614002,88882755.7,-20.34,16807.7012,0.990232,-0.0735069,-0.104717,-0.0554268
NGC 2570/UGC 4354/MCG 4-20-36/ZWG 119.68,Sb,8.35609988,20.9106005,97774101.1,-19.85,15645.6953,0.887878,0.280211,-0.325181,-0.165562
IC 491/ZWG 148.106,S0,8.06529999,26.5194,88085601.3,-19.42,6404.83203,0.95745,0.14002,-0.248146,0.0459076
IC 493/MCG 4-19-26/ZWG 118.64,S0,8.1242,25.1335992,84437084.9,-19.63,7367.5498,0.603385,0.485551,-0.478336,-0.413959
IC 2213/MCG 5-19-25/ZWG 148.76/NPM1G +27.182,Sb,7.98500002,27.4644016,92132693.1,-19.52,10721.7314,0.754355,0.426072,-0.399612,-0.299537
IC 2218-1/ZWG 118.48,S0,8.02719994,24.4319,89955847.9,-19.07,7848.90869,0.578491,0.710136,-0.371295,-0.152302
IC 2239/MCG 4-20-6/ZWG 119.15/IRAS 8111+2401,S0,8.23499998,23.8664006,85540839.7,-19.76,12441.7461,0.925718,-0.362179,0.0859803,0.0669341
IC 2288/MCG 4-20-23/ZWG 119.52/ARAK 158,Sc,8.32280001,23.7472008,94554818.8,-19.28,8250.55176,0.868972,0.331463,-0.343955,-0.129283
IC 2365/IC 2366/UGC 4402/MCG 5-20-14,S0,8.43830002,27.840599,85970078.1,-19.97,13753.9854,0.721473,0.376625,-0.449439,-0.368287
IC 2382/MCG 4-20-64/ZWG 119.114/ARAK 164,S0,8.47940003,22.0533001,84161147.3,-19.53,4896.37012,0.911619,-0.375919,-0.0437107,0.160388
NGC 2576/UGC 4371/MCG 4-20-41/ZWG 119.76,Sb,8.38249989,25.7393996,117089773,-20.04,28948.9824,0.708177,0.603387,-0.366573,-0.00575343
NGC 2620/UGC 4501/MCG 4-21-1/ZWG 120.6,S0,8.62439996,24.9468998,110252637,-20.61,32070.1504,0.904534,0.220552,-0.352227,0.0954534
NGC 2621/MCG 4-21-3/ZWG 120.7/NPM1G +25.172,S0,8.62669998,25.0003008,117672303,-19.65,13689.6006,0.903931,-0.378451,-0.0389915,0.195355
NGC 2622/MCG 4-21-8/MK 1218/ZWG 120.13,Sb,8.63609991,24.8952995,120033115,-20.5,13968.6045,0.731609,0.4854,-0.430563,-0.209165
IC 2451/ZWG 121.45/NPM1G +23.190,E0,9.26309995,23.4968994,133860684,-20.13,7787.58887,0.248049,0.247806,-0.662574,-0.661861
IC 2464/MCG 4-22-36/ZWG 121.70,S0,9.38940004,22.6303004,132235712,-20.31,13462.7178,0.329717,0.488422,-0.593966,-0.547663
IC 2466/MCG 4-22-44/ZWG 121.76,S0,9.39560004,24.518099,131806478,-20.3,17255.334,0.345727,0.539698,-0.58223,-0.500207
NGC 2572/UGC 4355/MCG 3-22-4/ZWG 89.7,Sa,8.35670005,19.1478,108198431,-20.47,20459.2832,0.967465,-0.132292,-0.197132,0.0874576
IC 2340/MCG 3-22-6/ZWG 89.11,S0,8.39169989,18.7494007,109578123,-20.3,11154.0352,0.910672,-0.404115,0.0721424,0.0465083
IC 2363/MCG 3-22-11/ZWG 89.23/IRAS 8228+1936,SBc,8.42920008,19.4486009,107247977,-20.25,12478.5381,0.316579,0.350832,-0.603954,-0.641821
IC 2373/UGC 4409/MCG 4-20-54/ZWG 119.100,SBc,8.44690003,20.3647,105745642,-20.02,13842.8994,0.317557,0.346959,-0.610019,-0.637694
NGC 2761/MCG 3-23-41/ZWG 91.1/ZWG 90.77,S0,9.12500004,18.435,118530779,-20.17,10344.6162,0.924867,-0.365284,-0.0673705,0.0815462
NGC 2774/MCG 3-24-4/ZWG 91.15,S0,9.17749986,18.6966995,118868040,-20.68,15559.8477,0.254376,0.287946,-0.627498,-0.677219
NGC 2794/UGC 4885/MCG 3-24-18/ZWG 91.37,SBa,9.26690004,17.5894,123528332,-21.46,21563.0371,0.244756,0.282157,-0.62364,-0.686699
NGC 2795/UGC 4887/MCG 3-24-20/ZWG 91.39,E0,9.26749991,17.6282989,120830267,-21.51,24601.4219,0.869821,-0.363787,0.262747,-0.205023
NGC 2802/UGC 4897/MCG 3-24-26/ZWG 91.44,S0,9.27810008,18.9638989,123405692,-20.36,19741.8438,0.953958,-0.139067,-0.265344,0.014758
NGC 2803/UGC 4898/MCG 3-24-27,S0,9.27859992,18.9543997,124846700,-20.38,19974.8594,0.664746,0.320373,-0.483546,-0.470804
NGC 2812/ZWG 91.60,S0,9.2943999,19.9192005,122853817,-19.55,8934.26563,0.872289,-0.21201,-0.341627,0.278307
NGC 2819/UGC 4924/MCG 3-24-40/ZWG 91.62,E0,9.30250008,16.1981003,121903361,-21.43,24819.1074,0.622512,0.0250731,-0.380693,-0.683317
NGC 2843,S0,9.34110007,18.9261007,130028205,-19.07,7563.77246,0.761162,0.380132,-0.459248,-0.255389
IC 2398/MCG 3-23-3/ZWG 90.6/ARAK 177,S0,8.7789,17.7553005,124141523,-19.77,9026.24512,0.460276,0.646018,-0.454246,-0.405546
